id,Zconservrepub,scicomp_i,GWRISK,NUKERISK
1302,0.00116886,-0.0601,7,7
1303,-0.68046357,-1.7015,3,6
1304,-1.1926699,0.1376,7,4
1305,-0.46769893,-0.9349,6,4
1306,-1.6615376,0.5565,7,4
1307,-0.93656671,0.143,5,7
1308,-0.42436043,0.5457,5,6
1309,-1.1926699,-0.3153,7,7
1310,-1.1926699,0.2707,7,6
1311,-0.72380207,-0.756,5,6
1312,-0.68046357,1.1525,7,2
1313,0.04450736,-0.561,2,3
1314,-1.6615376,-1.5319,6,3
1315,-1.6615376,-0.6046,7,5
1316,-1.1926699,0.4001,6,5
1317,-1.4054345,1.214,7,6
1318,-1.4054345,-0.5699,3,5
1319,-1.1926699,1.3021,5,3
1320,-0.93656671,1.6378,7,4
1321,-1.6615376,-0.2603,7,3
1322,-0.72380207,0.1964,4,7
1323,-0.21159579,1.4154,3,2
1324,-1.6615376,0.0283,6,7
1325,-1.6615376,-0.7121,7,7
1326,-0.46769893,1.5301,7,6
1327,-0.46769893,-0.757,3,
1328,-1.6615376,-0.9347,7,5
1329,-0.46769893,-0.1281,3,5
1330,-0.46769893,-1.6429,6,5
1331,-0.46769893,-0.6433,4,5
1332,-0.72380207,0.4001,5,3
1333,-1.6615376,-0.0165,7,6
1334,0.00116886,-0.6658,6,6
1335,-1.1926699,1.214,7,6
1336,-0.72380207,0.9902,5,6
1337,-1.6615376,0.502,6,3
1338,-0.93656671,0.2006,5,5
1339,-1.1926699,-1.0641,5,6
1340,-0.68046357,1.0096,7,7
1341,-1.6615376,-0.1895,7,7
1342,-0.46769893,1.1982,4,3
1343,-1.1926699,-0.9312,5,6
1344,-0.68046357,0.8111,4,7
1345,-1.1926699,0.8111,6,2
1346,-0.46769893,-0.0476,2,4
1347,-0.72380207,-0.8399,7,6
1348,-0.46769893,-0.9292,5,7
1349,-0.93656671,-0.5015,3,5
1350,-0.25493429,0.2031,7,7
1351,-0.21159579,1.2872,5,2
1352,-1.1926699,0.1032,7,7
1353,-1.6615376,0.8548,6,6
1354,-0.46769893,-0.9485,4,6
1355,-0.72380207,-0.6164,4,6
1356,-0.93656671,0.0988,6,4
1357,-0.72380207,-1.1971,4,7
1358,-1.1926699,-0.6106,1,2
1359,-0.72380207,1.6983,6,4
1360,-1.1926699,-0.8471,4,2
1361,-0.68046357,-1.1543,2,5
1362,-1.1926699,0.4779,7,6
1363,-1.6615376,-0.4748,5,4
1364,-0.21159579,0.6402,7,4
1365,-0.72380207,-1.8515,3,7
1366,-0.72380207,-1.0227,2,2
1367,0.00116886,-0.6802,3,2
1368,-0.21159579,-0.4229,5,5
1369,-0.93656671,-0.4471,7,6
1370,-1.1926699,-0.7085,7,7
1371,0.00116886,-1.2743,7,7
1372,-1.1926699,1.2371,7,5
1373,-1.6615376,0.3622,7,6
1374,-0.21159579,0.9159,7,5
1375,-0.42436043,-1.2717,7,3
1376,-0.46769893,0.9193,4,7
1377,-0.68046357,1.861,7,5
1378,-0.46769893,-0.6498,5,4
1379,-0.46769893,-0.3974,6,6
1380,-0.68046357,0.4343,7,7
1381,-1.1926699,0.2794,4,6
1382,-0.68046357,-1.4438,3,7
1383,-1.1926699,1.3252,5,3
1384,-0.93656671,-0.6029,4,7
1385,-0.72380207,-0.8724,2,5
1386,-1.6615376,-0.0261,6,5
1387,0.04450736,1.337,4,6
1388,-0.93656671,1.0671,6,5
1389,-1.4054345,1.861,6,7
1390,-1.6615376,-0.0837,7,7
1391,-0.21159579,-1.0811,3,4
1392,-1.6615376,1.5335,4,3
1393,0.00116886,-1.4237,7,7
1394,-0.68046357,1.3524,7,4
1395,-0.68046357,0.2488,5,4
1396,-0.12491879,-1.3195,2,6
1397,-0.21159579,0.756,7,4
1398,-1.1926699,1.6136,7,5
1399,-0.46769893,-0.8363,5,5
1400,-0.42436043,0.5885,7,2
1401,-0.21159579,0.6618,6,5
1402,-1.6615376,0.3286,6,4
1403,-0.72380207,0.5457,6,5
1404,-1.1926699,-0.0031,7,3
1405,-1.1493314,0.4001,5,5
1406,-0.72380207,-0.5056,4,5
1407,-1.6615376,0.4739,7,5
1408,-1.1926699,0.1966,6,3
1409,-0.72380207,-0.5086,6,5
1410,-0.72380207,-1.569,3,7
1411,-1.1926699,1.2872,7,1
1412,-1.1926699,-0.5912,3,5
1413,-0.46769893,0.2233,6,7
1414,-0.46769893,1.861,7,2
1415,-0.21159579,1.0163,7,3
1416,-0.93656671,-0.8133,6,7
1417,-1.6615376,1.4543,6,5
1418,-1.1926699,1.6983,6,6
1419,-0.72380207,0.1155,1,1
1420,-0.46769893,1.2522,3,4
1421,-0.72380207,-0.4378,3,5
1422,-0.93656671,1.0914,7,5
1423,-1.6615376,-0.1912,5,7
1424,-1.1926699,1.3524,7,2
1425,-0.21159579,0.3621,5,6
1426,-0.46769893,-0.0113,4,4
1427,-1.1926699,0.9159,5,3
1428,0.00116886,-0.3979,6,4
1429,-1.1926699,-0.5686,2,7
1430,-0.68046357,-0.258,6,6
1431,-0.68046357,-0.4695,5,2
1432,-0.93656671,-0.1042,3,7
1433,-1.6615376,0.6754,6,4
1434,-0.42436043,-0.8188,3,4
1435,-0.93656671,-0.2577,7,7
1436,-0.46769893,0.075,5,7
1437,-1.6615376,1.2346,7,5
1438,-0.21159579,-0.5461,6,5
1439,-1.6615376,-0.3908,6,5
1440,0.04450736,-0.6724,3,6
1441,0.00116886,-0.6804,6,4
1442,-1.1926699,0.2707,4,4
1443,-0.25493429,-1.1706,3,7
1444,-0.68046357,1.861,5,2
1445,-1.6615376,-0.4908,5,6
1446,-1.1926699,0.0511,6,7
1447,-0.93656671,-0.1946,7,5
1448,-0.72380207,-0.384,6,7
1449,-0.46769893,-0.1929,5,5
1450,-0.42436043,-0.8014,1,4
1451,-0.25493429,-0.2557,2,5
1452,-0.25493429,-0.8441,4,5
1453,-0.89322821,-1.8518,5,7
1454,-0.93656671,0.306,4,3
1455,-1.1926699,2.3422,6,3
1456,-0.21159579,0.5124,4,3
1457,-1.6615376,-1.2189,5,2
1458,-1.1926699,0.2793,7,7
1459,-1.1926699,-0.2414,6,5
1460,-0.46769893,-0.0662,5,7
1461,-1.6615376,-0.1256,7,6
1462,-1.1926699,1.0605,6,3
1463,-0.93656671,-0.1281,5,3
1464,-0.42436043,-1.0943,4,3
1465,0.04450736,-1.5727,3,5
1466,-0.46769893,0.9463,7,4
1467,-1.1926699,-0.1718,6,5
1468,-1.1926699,-0.0163,6,4
1469,-0.68046357,0.2006,5,3
1470,-0.72380207,-0.2426,4,5
1471,-0.93656671,-0.7309,6,7
1472,-0.72380207,-0.917,5,4
1473,-1.1493314,1.6331,7,4
1474,-0.72380207,-0.8306,2,7
1475,-0.93656671,-1.2667,3,5
1476,-0.46769893,-1.0959,5,0
1477,-0.72380207,1.9115,5,4
1478,-0.21159579,-0.3886,4,7
1479,-0.89322821,-1.0565,3,6
1480,-1.6615376,1.6983,7,5
1481,-0.21159579,-0.1417,5,2
1482,-0.21159579,0.0849,5,4
1483,0.00116886,-1.1328,5,6
1484,-0.72380207,-0.8843,5,7
1485,-0.68046357,0.6618,6,2
1486,-1.1926699,0.2741,7,1
1487,-1.1493314,1.1849,7,5
1488,-0.72380207,-0.5387,5,5
1489,-1.1926699,0.3615,6,5
1490,0.00116886,0.2769,6,3
1491,-1.6615376,1.214,7,6
1492,-1.1926699,0.1345,7,
1493,-1.1926699,1.3021,6,4
1494,-0.72380207,0.4001,7,6
1495,0.04450736,0.1124,5,4
1496,-1.6615376,-1.693,6,6
1497,-0.42436043,-0.4604,5,6
1498,-1.6615376,-0.6912,7,5
1499,-1.6615376,0.4001,4,4
1500,-0.46769893,-0.4035,6,4
1501,-1.1926699,-0.13,6,4
1502,-0.68046357,1.3054,6,2
1503,-0.72380207,-0.4476,4,3
1504,-0.68046357,-0.1477,6,5
1505,-0.21159579,-1.8603,1,3
1506,-0.72380207,0.2754,5,4
1507,-0.72380207,-0.1564,5,3
1508,-1.1926699,1.1784,5,4
1509,-1.1926699,-0.4251,7,5
1510,-1.6615376,1.423,5,4
1511,-0.46769893,-0.1867,6,
1512,-0.25493429,-1.7126,2,6
1513,-1.1926699,-0.0845,7,4
1514,-0.25493429,-0.8315,4,6
1515,-0.42436043,2.3422,6,2
1516,-0.21159579,1.1513,5,4
1517,-1.1926699,-0.9592,6,6
1518,-0.72380207,-0.2629,7,5
1519,-0.21159579,0.5483,7,4
1520,-1.1926699,-0.3531,3,7
1521,-1.4054345,-0.2744,4,4
1522,-1.6615376,0.8111,5,2
1523,-0.25493429,-0.8513,1,7
1524,-1.6615376,0.4149,,3
1525,-1.1926699,-0.0469,5,4
1526,-0.21159579,-0.2772,7,6
1527,-0.21159579,-0.1904,6,7
1528,0.04450736,1.5255,3,2
1529,-0.25493429,-0.9824,6,0
1530,-0.68046357,0.2829,4,4
1531,-0.46769893,-1.7565,5,2
1532,-1.1926699,-0.9292,4,7
1533,-1.6615376,0.4803,7,7
1534,-1.1926699,1.423,7,4
1535,-1.6615376,0.364,6,6
1536,-0.16825729,1.2203,6,5
1537,-0.68046357,0.3168,7,3
1538,-0.46769893,-1.021,6,7
1539,-1.1926699,0.1643,7,5
1540,-1.6615376,1.4475,7,7
1541,-0.93656671,1.1069,6,4
1542,-1.6615376,0.0316,7,7
1543,-0.72380207,-0.412,5,4
1544,-1.1926699,-1.2801,4,3
1545,-0.68046357,-0.8402,7,7
1546,-1.1926699,0.2488,6,3
1547,-0.46769893,-0.5951,7,7
1548,-1.1926699,1.1274,4,3
1549,-0.72380207,-0.3609,5,5
1550,-0.21159579,0.3925,2,1
1551,-0.25493429,-0.6821,6,6
1552,-1.6615376,-0.1061,7,3
1553,-0.21159579,0.1612,6,4
1554,-0.93656671,-0.5515,7,6
1555,-1.6615376,-1.9966,2,6
1556,-0.72380207,-1.1706,1,2
1557,-1.6615376,0.684,7,3
1558,-1.1926699,-0.205,4,3
1559,-1.6615376,1.489,7,7
1560,-1.1926699,-0.5384,7,7
1561,-0.46769893,-1.0739,6,7
1562,-0.68046357,1.861,5,3
1563,-1.1926699,2.3422,7,2
1564,0.00116886,-0.8527,4,6
1565,-0.72380207,-1.2965,3,7
1566,-0.72380207,0.0417,6,7
1567,-0.68046357,-0.3558,7,7
1568,-1.6615376,0.8548,7,6
1569,-0.93656671,0.2031,5,6
1570,0.00116886,0.2408,5,5
1571,-0.21159579,2.3422,4,5
1572,-1.6615376,1.0612,7,7
1573,-1.6615376,1.9115,6,3
1574,-1.1493314,0.489,7,7
1575,-1.1926699,1.3093,6,5
1576,-0.46769893,-0.8662,6,3
1577,-1.1926699,1.5947,5,4
1578,-0.93656671,-0.2263,4,2
1579,-1.6615376,0.564,7,7
1580,-0.72380207,0.4428,3,4
1581,-1.6615376,1.1458,7,2
1582,0.00116886,-0.5764,4,6
1583,-1.1926699,-0.2263,7,2
1584,0.00116886,0.421,1,4
1585,-0.89322821,0.3332,5,2
1586,-1.1926699,-0.9969,6,3
1587,-0.46769893,-0.7976,4,6
1588,-1.1493314,-0.6178,4,6
1589,-0.21159579,0.0173,3,5
1590,-0.21159579,-0.428,7,7
1591,-0.46769893,-0.4394,6,5
1592,-0.72380207,-0.7797,3,7
1593,-1.6615376,2.3422,7,7
1594,-1.6615376,-0.22,7,6
1595,-0.72380207,0.9082,5,6
1596,-0.21159579,0.8935,7,2
1597,-1.1926699,-0.0623,3,2
1598,-0.21159579,1.5947,4,3
1599,-0.21159579,0.1507,4,4
1600,-0.46769893,-1.4033,4,4
1601,-0.72380207,0.3511,7,5
1602,-0.21159579,-0.1961,6,5
1603,-0.21159579,0.8111,7,4
1604,0.00116886,0.4004,5,6
1605,-0.72380207,-0.5086,5,2
1606,-1.6615376,0.7281,7,5
1607,-0.46769893,-1.6853,7,3
1608,-0.46769893,0.0161,5,4
1609,-1.1926699,1.3021,7,7
1610,-0.21159579,0.1097,4,5
1611,-0.72380207,0.1038,3,
1612,-1.1926699,-0.2843,5,7
1613,-1.6615376,-0.2535,7,6
1614,-0.46769893,-0.6326,4,6
1615,-1.1926699,1.6199,6,2
1616,-0.93656671,1.4154,6,1
1617,-0.46769893,0.3163,2,4
1618,-0.42436043,-0.9447,3,7
1619,-1.1926699,-0.0399,5,5
1620,-0.93656671,0.9472,6,3
1621,-0.72380207,-0.5226,5,4
1622,-1.6615376,1.1329,7,6
1623,-0.46769893,0.0083,7,7
1624,0.00116886,-0.0845,2,5
1625,-1.6615376,-0.5314,0,7
1626,-1.6615376,-0.1242,7,4
1627,-1.1926699,0.8111,5,0
1628,-0.46769893,-1.0283,4,6
1629,-0.46769893,-0.2787,0,5
1630,-0.46769893,-1.2584,7,7
1631,-0.72380207,-1.6588,4,7
1632,-0.46769893,-0.9046,1,3
1633,-0.25493429,-0.3665,5,4
1634,-1.6615376,-1.9108,7,7
1635,-0.46769893,1.1458,7,3
1636,-0.46769893,1.1436,6,2
1637,-1.1926699,-0.4189,7,6
1638,-0.72380207,-1.6024,0,1
1639,-1.6615376,0.4954,6,5
1640,-0.25493429,-0.7323,5,5
1641,-0.21159579,-0.7956,7,5
1642,-1.6615376,1.9931,7,3
1643,-0.72380207,-1.5144,4,6
1644,-1.6615376,0.4511,7,7
1645,-0.21159579,1.0174,2,1
1646,0.00116886,-0.9691,3,4
1647,-0.21159579,0.2346,6,3
1648,-0.72380207,-0.9436,3,6
1649,-1.1926699,0.4001,5,3
1650,-0.72380207,-0.5764,4,6
1651,-0.89322821,-0.2324,5,5
1652,-0.72380207,-0.3946,5,4
1653,-0.93656671,0.2006,7,5
1654,-1.1926699,1.5255,6,2
1655,-0.25493429,-0.7271,4,7
1656,-0.16825729,-1.9966,4,3
1657,-0.68046357,-0.1732,6,6
1658,-0.46769893,0.5565,6,2
1659,-0.72380207,0.1649,7,7
1660,-1.1926699,-2.1876,,2
1661,-1.1926699,0.4437,7,6
1662,-1.6615376,-0.0664,6,5
1663,0.00116886,-0.7256,7,6
1664,-0.89322821,0.5885,4,5
1665,-1.1926699,-0.7386,7,5
1666,-0.42436043,-0.4904,1,4
1667,-0.21159579,-0.2485,6,5
1668,0.04450736,2.3422,1,1
1669,-0.68046357,0.7578,6,5
1670,-1.1926699,0.1571,5,6
1671,0.00116886,-1.021,5,6
1672,-0.93656671,0.2259,4,5
1673,-0.72380207,1.805,6,5
1674,-0.42436043,-1.7413,7,7
1675,-0.68046357,1.0663,4,4
1676,-1.1926699,0.5457,7,1
1677,-0.21159579,-0.267,6,6
1678,-1.1926699,0.5899,5,3
1679,-1.1926699,0.0243,4,5
1680,-1.6615376,1.3524,6,3
1681,-1.1926699,-0.2841,7,5
1682,-0.46769893,0.3925,6,1
1683,-1.6615376,0.2368,7,6
1684,-0.72380207,-0.3974,7,6
1685,-0.46769893,-0.2367,6,3
1686,-1.6615376,-0.4248,7,6
1687,-1.6615376,0.9354,6,2
1688,-1.1926699,0.9476,3,7
1689,-1.6615376,-1.1745,3,4
1690,-0.72380207,-0.543,6,4
1691,-1.1926699,-0.9547,4,7
1692,-0.21159579,0.1935,5,4
1693,-1.1493314,-0.3189,7,5
1694,-0.93656671,0.2818,6,5
1695,-0.46769893,-1.117,5,7
1696,-1.6615376,0.0204,7,1
1697,-0.93656671,-1.1048,7,6
1698,-0.93656671,0.5661,7,7
1699,-0.42436043,0.3962,7,6
1700,-1.4054345,-0.0476,4,4
1701,-0.93656671,1.3858,6,6
1702,0.00116886,0.0075,3,7
1703,-0.25493429,-1.8715,3,3
1704,-0.46769893,0.9476,4,4
1705,-0.25493429,-0.9006,6,6
1706,-0.21159579,-0.0425,7,3
1707,-1.6615376,-2.4604,,5
1708,-0.46769893,0.9159,6,7
1709,-0.72380207,-1.3522,7,3
1710,-1.1926699,0.1649,7,7
1711,-1.1926699,-1.8568,4,3
1712,-0.72380207,-1.0348,3,6
1713,-1.1493314,-0.526,7,7
1714,-0.72380207,0.3757,5,3
1715,-1.1926699,-0.6806,6,3
1716,-0.25493429,-0.2708,6,6
1717,-1.1926699,0.8254,5,6
1718,-0.72380207,-0.967,3,2
1719,-0.72380207,0.2247,4,4
1720,-0.46769893,-0.2361,7,7
1721,-1.6615376,1.4257,7,3
1722,-0.93656671,-0.6038,6,7
1723,-1.1493314,2.3422,5,4
1724,-1.6615376,-0.158,4,4
1725,-0.12491879,-0.4469,5,5
1726,-0.68046357,1.775,4,6
1727,-1.1926699,0.1279,7,7
1728,-1.1926699,-0.8952,4,5
1729,-1.1926699,-0.3611,7,3
1730,-1.6615376,1.4154,7,4
1731,-0.93656671,0.2355,4,3
1732,-1.6615376,0.1016,7,5
1733,-0.72380207,0.6897,7,3
1734,-0.93656671,0.4975,7,5
1735,-1.1926699,-0.0313,6,4
1736,-0.72380207,-0.4316,6,7
1737,-0.93656671,0.075,6,3
1738,-0.46769893,-1.3195,4,3
1739,-1.6615376,0.9723,7,3
1740,-1.1926699,-0.1351,6,7
1741,-0.25493429,-0.6692,4,3
1742,-0.72380207,-1.1289,3,7
1743,-1.1493314,-0.5912,7,4
1744,-1.1926699,-0.7606,6,7
1745,-1.1926699,-0.2574,6,3
1746,-0.68046357,0.8732,5,3
1747,0.00116886,-0.7115,4,7
1748,-0.93656671,-0.9292,4,4
1749,-0.93656671,2.3422,5,2
1750,-0.72380207,0.0811,7,7
1751,-1.1926699,0.6857,5,7
1752,-1.6615376,-1.693,7,5
1753,-0.46769893,0.3257,6,4
1754,-1.1926699,-0.8488,7,2
1755,-0.46769893,-0.946,6,7
1756,-0.72380207,-0.2939,5,5
1757,-1.1926699,-0.5068,5,2
1758,-0.68046357,0.9714,7,2
1759,-0.21159579,-0.4109,6,4
1760,-0.72380207,1.1458,4,2
1761,-1.6615376,-0.3454,6,7
1762,-0.46769893,-0.9998,4,4
1763,-0.72380207,-0.3879,7,7
1764,-0.46769893,1.3021,7,1
1765,-0.46769893,-0.6045,4,2
1766,-0.46769893,0.309,5,6
1767,-1.1926699,0.4439,4,6
1768,-0.21159579,1.2884,5,1
1769,-0.42436043,0.1612,4,4
1770,,-0.4329,4,5
1771,,-0.1668,2,6
1772,,-0.3879,4,4
1773,,-1.3609,7,7
1774,,-0.7613,3,7
1775,,-0.1271,0,6
1776,,0.1308,6,5
1777,,-0.3815,6,6
1778,,-0.445,7,4
1779,,-0.9669,,
1780,,-0.8823,0,3
1781,,-0.3158,5,3
1782,,-0.2798,4,5
1783,,-0.2818,5,6
1784,,-1.2317,7,6
1785,,0.2006,5,4
1786,,-0.4899,3,6
1787,,-0.3835,3,3
1788,,-0.71,4,5
1789,,-1.0167,7,7
1790,,-0.953,1,0
1791,,-0.6859,7,6
1792,,-0.7286,2,6
1793,,-0.6019,2,3
1794,,-1.1577,3,3
1795,,1.9115,6,2
1796,,-1.4573,3,6
1797,,-1.2176,3,0
1798,,-0.3132,6,4
1799,,0.9986,4,3
1800,,-0.1987,5,7
1801,,-0.8614,4,4
1802,,0.9406,6,5
1803,,-1.5144,4,4
1804,,-2.0514,3,5
1805,,-0.1763,3,7
1806,,-0.357,2,4
1807,,-1.4288,7,7
1808,,-1.1508,3,6
1809,,1.1784,3,7
1810,,-1.7413,2,6
1811,,-1.3011,2,7
1812,,-1.7071,3,2
1813,,-0.6717,5,7
1814,,-1.4856,6,7
1815,,-0.2286,3,4
1816,,-1.0796,5,6
1817,,-1.5081,3,7
1818,,-1.2117,,7
1819,,-0.8582,5,6
1820,,-0.0088,7,7
1821,,-0.6488,2,5
1822,,-0.4129,3,4
1823,,0.2931,5,4
1824,,0.3511,7,4
1825,,-1.0099,4,5
1826,,-1.1253,5,4
1827,,-0.0573,6,6
1828,,1.861,2,1
1829,,-1.3667,2,3
1830,,-0.1709,3,7
1831,,-0.5028,4,7
1832,,-1.9269,6,7
1833,,-0.2171,6,5
1834,,0.0382,4,6
1835,,-2.1089,5,3
1836,,-0.8498,5,3
1837,,0.4001,5,7
1838,,-2.1876,5,5
1839,,-0.17,5,4
1840,,-0.3108,2,7
1841,,0.2488,3,4
1842,,0.2031,3,5
1843,,-0.3676,6,6
1844,,-0.0399,5,4
1845,,0.4312,6,3
1846,,-0.5262,3,5
1847,,-0.1955,7,7
1848,,-1.2703,3,3
1849,,-1.0156,4,6
1850,,-1.2097,3,5
1851,,-1.3593,5,4
1852,,-1.771,3,0
1853,,-1.2327,3,5
1854,,-2.4604,,5
1855,,0.3484,3,5
1856,,-0.4503,4,6
1857,,0.0623,5,7
1858,,-0.4915,7,5
1859,,0.4707,4,6
1860,,-1.0131,0,7
1861,,-1.2441,6,7
1862,,-0.384,7,7
1863,,-2.1497,5,5
1864,,0.8548,0,7
1865,,-1.0719,3,
1866,,-0.8823,6,5
1867,,-0.4239,3,6
1868,,-0.5131,2,6
1869,,-1.0635,5,1
1870,,-1.4856,7,0
1871,,-0.561,7,7
1872,,-1.449,3,3
1873,,-0.357,5,4
1874,,-0.8402,7,7
1875,,-0.9165,3,7
1876,,-1.1774,4,2
1877,,1.9115,0,4
1878,,-0.458,3,4
1879,,-0.7824,0,0
1880,,-1.2866,3,1
1881,,-1.0377,4,6
1882,,0.5885,6,5
1883,,-0.4811,4,4
1884,,-1.1289,5,5
1885,,-1.6097,4,7
1886,,-0.9436,7,6
1887,,0.0173,2,4
1888,,-2.2457,1,1
1889,,-0.3086,0,4
1890,,0.4779,3,5
1891,,-0.9218,3,7
1892,,-0.8489,5,3
1893,,-0.915,6,2
1894,,1.0823,7,6
1895,,-1.6226,7,4
1896,,-0.4133,3,3
1897,,-0.8228,5,5
1898,,-0.321,,
1899,,-0.7912,4,7
1900,,-0.6479,3,4
1901,,-1.9279,3,6
1902,,-0.01,3,5
1903,,-0.6685,1,6
1904,,-0.3672,2,6
1905,,-1.1469,3,4
1906,,-0.8336,1,3
1907,,-0.4652,5,4
1908,,-0.9063,5,7
1909,,-0.7467,0,7
1910,,-0.7651,4,6
1911,,-0.1219,3,2
1912,,-0.5103,5,3
1913,,0.6259,5,7
1914,,-0.7249,3,4
1915,,0.7323,4,5
1916,,-0.5883,3,5
1917,,-0.8498,4,3
1918,,-0.6111,6,6
1919,,-1.5877,2,4
1920,,-0.3571,4,3
1921,,-1.132,5,6
1922,,-0.3203,3,3
1923,,-0.3726,7,7
1924,,-0.5128,,4
1925,,-1.2441,0,0
1926,,0.3482,2,5
1927,,-0.9853,7,7
1928,,-0.8959,1,7
1929,,-0.1351,4,7
1930,,-0.226,6,5
1931,,-0.4268,6,7
1932,,-1.1507,4,6
1933,,1.9115,1,3
1934,,0.4779,4,4
1935,,-0.4351,4,3
1936,,-0.7866,7,4
1937,,-0.8878,3,7
1938,,-1.9966,5,7
1939,,0.2829,6,3
1940,,-1.0047,3,4
1941,,0.8732,1,5
1942,,-0.4577,3,4
1943,,-0.4525,4,6
1944,,-0.2719,3,4
1945,,1.1255,5,5
1946,,-0.2207,1,7
1947,,-0.8853,5,7
1948,,-1.4168,4,3
1949,,-1.9181,7,5
1950,,-0.5295,7,6
1951,,-1.6258,4,3
1952,,-0.8472,6,6
1953,,0.3126,2,4
1954,,2.3422,3,3
1955,,0.6454,7,7
1956,,0.8111,1,4
1957,,-1.1169,,
1958,,-1.2874,5,4
1959,,-1.3585,5,7
1960,,-0.3705,1,7
1961,,-0.386,1,0
1962,,0.0204,3,5
1963,,-1.0806,7,7
1964,,-0.9238,3,3
1965,,-1.6247,5,7
1966,,-0.1929,5,4
1967,,-0.7911,5,7
1968,,-1.118,6,7
1969,,-0.9315,1,0
1970,,-0.0802,6,7
1971,,-0.502,3,4
1972,,-0.9153,6,6
1973,,-0.6985,5,7
1974,,0.0161,6,3
1975,,-0.4641,5,2
1976,,1.6983,7,0
1977,,-1.3413,2,2
1978,,-0.0845,3,0
1979,,1.3524,2,3
1980,,-0.4384,7,7
1981,,-0.5633,2,6
1982,,-1.0572,5,7
1983,,-1.2339,6,4
1984,,-0.9666,4,4
1985,,-0.8756,3,4
1986,,0.1649,7,4
1987,,-1.171,3,5
1988,,-0.7486,5,4
1989,,-0.5646,1,3
1990,,-1.5518,3,7
1991,,-0.481,3,2
1992,,-0.6161,3,3
1993,,-0.9841,7,7
1994,,-1.581,3,3
1995,,-1.4015,3,2
1996,,-0.4476,7,7
1997,,-1.2981,7,7
1998,,-2.4604,,7
1999,,-1.2965,6,6
2000,,-1.0568,7,5
